Time,Solar,Hydro,Nuclear,Wind_Power,Total,Wind_Weather,Temp,Price
2022-02-07 02:00:00,0.0,11726.63992,55992.59995,,140100.79994,5.737654320987654,-5.008415841584158,1.97284
2022-02-07 03:00:00,0.0,15093.05993,55995.89991,,142057.39994,5.8725609756097565,-5.158333333333333,1.76948
2022-02-07 04:00:00,0.0,22485.74998,55982.09994,,149614.09993,5.945454545454545,-5.352450980392157,1.71492
2022-02-07 05:00:00,0.0,31517.2,55987.69989,,161532.89993,5.7975308641975305,-5.537931034482759,2.9760000000000004
2022-02-07 06:00:00,0.0,39092.79998,55988.79993,,170933.99995,6.029268292682927,-5.781372549019609,9.49096
2022-02-07 07:00:00,0.4,39362.7,56066.49994,,170026.39991,6.0975,-5.977832512315271,14.87876
2022-02-07 08:00:00,6.79999,38231.49998,56012.99994,,165676.89993,6.273170731707316,-6.123529411764706,15.880679999999998
2022-02-07 09:00:00,21.19999,38059.5,55974.49994,,162343.39992,6.402439024390244,-6.262254901960785,16.14108
2022-02-07 10:00:00,30.5,36867.8,55991.19994,,158198.3999,6.32289156626506,-6.342156862745098,15.84224
2022-02-07 11:00:00,34.1,39469.3,55974.69992,,160073.59996,6.195757575757575,-6.465686274509804,19.22372
2022-02-07 12:00:00,31.0,37205.89999,55973.599910000004,,156546.69993,6.187349397590361,-6.607843137254902,18.91
2022-02-07 13:00:00,23.69999,36332.2,55978.49992,,155862.69992,6.11144578313253,-6.87843137254902,18.8728
2022-02-07 14:00:00,12.69999,35534.89998,55972.39992,,156498.19989,6.042168674698795,-7.191176470588236,16.74992
2022-02-07 15:00:00,1.8,38370.79999,55988.89992,,160786.49996000002,5.966867469879518,-7.50343137254902,15.5
2022-02-07 16:00:00,0.0,44827.39997,55988.19996,,168999.79993,5.947590361445783,-7.8161764705882355,15.62648
2022-02-07 17:00:00,0.0,45164.39989,55983.19995,,168859.09994,5.943636363636364,-8.047290640394088,15.770320000000002
2022-02-07 18:00:00,0.0,45094.599930000004,55980.59997,,168102.59989,5.786585365853658,-8.31039603960396,16.5354
2022-02-07 19:00:00,0.0,43588.399900000004,55986.89992,,165203.89993,5.703614457831325,-8.519117647058824,16.7586
2022-02-07 20:00:00,0.0,37504.4,55988.69994,,156286.89994,5.623030303030303,-8.721182266009853,16.65444
2022-02-07 21:00:00,0.0,36279.5,55972.59994,,151889.79989,5.5218181818181815,-8.916256157635468,16.37916
2022-02-07 22:00:00,0.0,30036.5,55974.89991,,143604.29992,5.401204819277108,-9.101470588235294,15.68972
2022-02-07 23:00:00,0.0,22525.86997,55986.799940000004,,134510.89992,5.228313253012048,-9.324019607843136,14.90604
2022-02-08 00:00:00,0.0,18220.66992,55992.499950000005,,129644.19995000001,5.166867469879518,-9.56372549019608,12.43472
2022-02-08 01:00:00,0.0,18685.68993,55971.29993,,129949.09992000001,5.101807228915662,-9.869117647058824,11.02608
2022-02-08 02:00:00,0.0,19123.6699,55977.59996,,131119.99995,5.043975903614458,-10.077450980392156,8.82508
2022-02-08 03:00:00,0.0,22567.89999,55991.79998,,139689.29996,5.006626506024096,-10.258333333333333,9.30992
2022-02-08 04:00:00,0.0,30901.39997,56005.69988,,153735.69995,4.95,-10.44313725490196,10.447
2022-02-08 05:00:00,0.0,33663.69998,56002.89995,,163858.19991,4.951497005988024,-10.660784313725491,11.73784
2022-02-08 06:00:00,0.0,34818.09999,55982.99994,,169711.79991,4.9431137724550895,-10.804901960784314,15.49876
2022-02-08 07:00:00,0.9,37758.89999,55979.79995,,173356.69995,4.851515151515152,-10.989655172413794,17.5398
2022-02-08 08:00:00,8.8,38224.9,55980.49991,,172484.69991,4.77185628742515,-11.073039215686276,15.497520000000002
2022-02-08 09:00:00,27.69999,38184.9,55999.89996,,169761.19992,4.768263473053892,-11.027450980392157,15.44544
2022-02-08 10:00:00,35.39999,34773.49999,55998.59992,,163597.19993,4.640361445783133,-10.74362745098039,14.5576
2022-02-08 11:00:00,36.7,34254.79999,55979.59995,,159481.29996,4.5686746987951805,-10.46256157635468,14.5266
2022-02-08 12:00:00,34.39999,37471.49998,56006.09995,,161632.79993,4.57065868263473,-10.265196078431371,14.87256
2022-02-08 13:00:00,25.69999,35372.4,55989.69995,,159236.09992,4.501796407185629,-10.354901960784314,14.43856
2022-02-08 14:00:00,13.19999,36415.1,55992.79993,,161214.29995000002,4.470059880239521,-10.683333333333334,13.72308
2022-02-08 15:00:00,1.89999,32849.79998,55992.29995,,161876.39992,4.321556886227545,-11.134313725490196,13.6276
2022-02-08 16:00:00,0.0,35810.99998,56002.99995,,168795.59988,4.2155688622754495,-11.55294117647059,14.145920000000002
2022-02-08 17:00:00,0.0,34714.69998,55985.69992,,173674.29989999998,4.170059880239521,-11.932843137254904,13.9624
2022-02-08 18:00:00,0.0,27951.2,55986.99996,,167940.89992,4.117365269461078,-12.238235294117649,14.305879999999998
2022-02-08 19:00:00,0.0,24844.09999,55998.09997,,163392.49996000002,4.0,-12.495073891625616,13.54948
2022-02-08 20:00:00,0.0,22110.2,55974.299960000004,,158231.6999,3.9012048192771087,-12.739408866995074,8.06992
2022-02-08 21:00:00,0.0,20483.239990000002,55987.099930000004,,156266.39992,3.775449101796408,-13.019117647058824,3.96552
2022-02-08 22:00:00,0.0,14657.84992,55984.19992,,151599.79993,3.6090361445783135,-13.253694581280788,4.93768
2022-02-08 23:00:00,0.0,13502.29989,55989.69992,,149402.89995,3.5023952095808384,-13.394607843137257,7.20812
2022-02-09 00:00:00,0.0,15003.89988,55975.399900000004,,149370.59998,3.455421686746988,-13.582758620689656,4.03992
2022-02-09 01:00:00,0.0,15153.17989,55994.29991,,151154.59996,3.3688622754491018,-13.648529411764708,3.10124
